start	end	rec_rate	freq_modern	freq_ancient
10098825	10118825	1.9795521702087997	0.31	0.0
10118825	10138825	1.2694863958093063	0.25	0.0
10138825	10158825	2.381124311542483	0.0	0.0
10158825	10178825	1.3694830146328651	0.0	0.0
10178825	10198825	25.48556656465568	0.0	0.0
10198825	10218825	1.850402934224573	0.0	0.0
10218825	10238825	0.07674050860977637	0.0	0.0
10238825	10258825	0.11080321142654695	0.0	0.0
10258825	10278825	0.09594445637644658	0.0	0.0
10278825	10298825	0.43808985297183534	0.0	0.0
10298825	10318825	0.17080642034568178	0.0	0.0
10318825	10338825	2.450680356469871	0.0	0.0
10338825	10358825	0.39362554441498215	0.0	0.0
10358825	10378825	0.23298237522584567	0.0	0.0
10378825	10398825	0.30017297961351	0.0	0.0
10398825	10418825	0.18614134301923413	0.0	0.0
10418825	10438825	0.15308608034529606	0.0	0.0
10438825	10458825	0.17575835851007465	0.0	0.0
10458825	10478825	0.23711701145627193	0.0	0.0
10478825	10498825	0.3433107762606343	0.0	0.0
10498825	10518825	0.8298973795947849	0.0	0.0
10518825	10538825	0.14634238016729761	0.0	0.0
10538825	10558825	0.0907690348142997	0.0	0.0
10558825	10578825	0.23385990039721183	0.0	0.0
10578825	10598825	0.12374117769366803	0.0	0.0
10598825	10618825	0.09718125809328422	0.0	0.0
10618825	10638825	0.11042537432384042	0.0	0.0
10638825	10658825	0.11648862320973385	0.0	0.0
10658825	10678825	0.219189807617123	0.0	0.0
10678825	10698825	0.19222977203032635	0.0	0.0
10698825	10718825	1.1638466556335498	0.0	0.0
10718825	10738825	0.19946722084351814	0.0	0.0
10778825	10798825	0.0	0.0	0.0
10798825	10818825	0.26255548837656983	0.0	0.0
10818825	10838825	1.020586957151428	0.0	0.0
10838825	10858825	0.40798204290314943	0.0	0.0
10858825	10878825	1.0411274562056414	0.0	0.0
10878825	10898825	0.1023216333990762	0.0	0.0
10898825	10918825	0.07194814502155603	0.0	0.0
10918825	10938825	0.0869130156952722	0.0	0.0
10938825	10958825	0.14568050705552454	0.0	0.0
10958825	10978825	0.0978665963762069	0.0	0.0
10978825	10998825	0.08858567407376017	0.0	0.0
10998825	11018825	0.08887857234815313	0.0	0.0
11018825	11038825	0.08879529970202833	0.0	0.0
11038825	11058825	0.07529294517599548	0.0	0.0
11058825	11078825	0.21310704264703417	0.0	0.0
11078825	11098825	0.3480421901933506	0.0	0.0
11098825	11118825	1.0771160252091037	0.0	0.0
11118825	11138825	1.1932639337931152	0.0	0.0
11138825	11158825	1.0042380738318843	0.0	0.0
11158825	11178825	1.1557177016734723	0.0	0.0
11178825	11198825	0.3124286200755401	0.0	0.0
11198825	11218825	0.22339636094707307	0.0	0.0
11218825	11238825	0.15440537645054328	0.0	0.0
11238825	11258825	0.008826510760039562	0.0	0.0
11258825	11278825	0.920644754932688	0.0	0.0
11278825	11298825	0.6376190091026235	0.0	0.0
11298825	11318825	0.8288332365093988	0.0	0.0
11318825	11338825	0.13874070252059315	0.0	0.0
11338825	11358825	0.10207761100841137	0.0	0.0
11358825	11378825	0.17709640757770861	0.0	0.0
11378825	11398825	0.5384350167304907	0.0	0.0
11398825	11418825	0.2006369252565526	0.0	0.0
11418825	11438825	0.16298137043834085	0.0	0.0
11438825	11458825	0.11906228088325053	0.0	0.0
11458825	11478825	0.1819402322379	0.0	0.0
11478825	11498825	0.14199847433703103	0.0	0.0
11498825	11518825	0.09630394194481781	0.0	0.0
11518825	11538825	0.08030561074408234	0.0	0.0
11538825	11558825	0.18046081121104984	0.0	0.0
11558825	11578825	0.14812634606232913	0.0	0.0
11578825	11598825	0.07376866598116	0.0	0.0
11598825	11618825	0.21012252506197973	0.0	0.0
11618825	11638825	0.1264369269456418	0.0	0.0
11638825	11658825	0.07553275132050628	0.0	0.0
11658825	11678825	0.09014664841499728	0.0	0.0
11678825	11698825	0.29077318957896786	0.0	0.0
11698825	11718825	2.590301968160073	0.0	0.0
11718825	11738825	0.6177069348676477	0.0	0.0
11738825	11758825	1.7275886916731085	0.0	0.0
11758825	11778825	0.8214835148949456	0.0	0.0
11778825	11798825	0.25402676589284506	0.0	0.0
11798825	11818825	0.28428053235121786	0.0	0.0
11818825	11838825	2.589390793753146	0.0	0.0
11838825	11858825	0.24434489246382746	0.0	0.0
11858825	11878825	0.2500653713214987	0.0	0.0
11878825	11898825	0.26197717648302343	0.0	0.0
11898825	11918825	0.2531282568345667	0.0	0.0
11918825	11938825	0.2216274713452077	0.0	0.0
11938825	11958825	0.08870166805030336	0.0	0.0
11958825	11978825	0.12480212088340285	0.0	0.0
11978825	11998825	0.1278424850806605	0.0	0.0
11998825	12018825	0.11972061451641489	0.0	0.0
12018825	12038825	0.13623667153646138	0.0	0.0
12038825	12058825	0.14889803493854678	0.0	0.0
12058825	12078825	0.12018227894113473	0.0	0.0
12078825	12098825	0.17483787717707888	0.0	0.0
12098825	12118825	8.134015921305528	0.0	0.0
12118825	12138825	1.7639362846929996	0.0	0.0
12138825	12158825	0.2994994689483248	0.0	0.0
12158825	12178825	0.09974359707138448	0.0	0.0
12178825	12198825	0.09809994313701693	0.0	0.0
12198825	12218825	0.2074649175625379	0.0	0.0
12218825	12238825	1.9239742580576054	0.0	0.0
12238825	12258825	0.4393995389424095	0.0	0.0
12258825	12278825	1.0908891781437728	0.0	0.0
12278825	12298825	4.141247222292131	0.0	0.0
12298825	12318825	0.5533631028315019	0.0	0.0
12318825	12338825	0.340036598739483	0.0	0.0
12338825	12358825	0.7799632668535728	0.0	0.0
12358825	12378825	3.1016935832614885	0.0	0.0
12378825	12398825	1.182656756010663	0.0	0.0
12398825	12418825	1.0133786248859835	0.0	0.0
12418825	12438825	42.82041860302279	0.0	0.0
12438825	12458825	3.383310852712334	0.0	0.0
12458825	12478825	0.5205693523154574	0.0	0.0
